track_id,artists,trackname,album,name_of_playlist
0IVAlb0cFCH1cQ974iR1TU,Mos Def,Ms. Fat Booty,Black On Both Sides,the three
5WwGFUPLWz6t7jROXn6j4M,Mos Def,Speed Law,Black On Both Sides,the three
4TIaZQlv6wM07hTc3uHSVV,Mos Def,Brooklyn,Black On Both Sides,the three
18uybjGpRLZPrfX9SxceAW,Mos Def,Habitat,Black On Both Sides,the three
3gRlmtdCyNoKiyozn2pqc9,Mos Def,Mathematics,Black On Both Sides,the three
1mIpDPCehnf3EPk6J4ZCUF,Black Star,Astronomy (8th Light),Mos Def & Talib Kweli Are Black Star,the three
5mxVKAuunOKqcBfR5ivbRf,Black Star,Respiration,Mos Def & Talib Kweli Are Black Star,the three
7tx1TUJrT6qxXFXAELqbev,Black Star,Thieves In The Night,Mos Def & Talib Kweli Are Black Star,the three
4z66GXt8yXaxijM8cEe7hr,Move.meant,Miracle,The Scope Of Things,the three
104i47ZgxqV6vdiWhx8I1d,Move.meant,Higher (Breathe),The Scope Of Things,the three
4kCtFS8YwaG1I5X0MSuvcB,Move.meant,Yesterday,The Scope Of Things,the three
2L3aVJzN5PzgrDRXBO7bSG,Move.meant,Myself In You,The Scope Of Things,the three
4ygVDf6cu9e7BOJSYXixwi,Move.meant,The Scope Of Things,The Scope Of Things,the three
00ZVPnseetpqnOoVRj8OGm,Mr. J. Medeiros,Amelie (feat. 20Syl of Hocus Pocus),Of Gods and Girls,the three
4XtAti3WJYPprziACK1ko4,Mr. J. Medeiros,Strangers,Of Gods and Girls,the three
2ULHbdLYT3jrUDjyfqs4wq,Mr. J. Medeiros,Constance,Of Gods and Girls,the three
4Ne745hbsHuxrmWtl4NOD4,Mr. J. Medeiros,Change (feat. Strange Fruit & Res of The Procussions),Of Gods and Girls,the three
04FFVBVc265VKBa6JlUXDS,Mr. J. Medeiros,Half A Dream (feat. Marty James of One Block Radius),Of Gods and Girls,the three
0SRS2d1LR4LKgJ3Oy8vRcQ,Mr. J. Medeiros,Her Wings,Of Gods and Girls,the three
1ovk70GYMe71eDp1zjYUrO,Mr. J. Medeiros,Call You,Of Gods and Girls,the three
26Izh06V7txOWIEaPGd080,Nas,"N.Y. State of Mind, Pt. ll",I Am...,the three
3gY6tiCNsuVi6s8kPV6aQg,Nas,Nas Is Like,I Am...,the three
1AHfovSnGPVYKaahRtA0U6,Nas,The Message,It Was Written,the three
2dJwnskDT5AHUso6o1Acnp,Nas,Watch Dem Niggas (feat. Foxy Brown),It Was Written,the three
1tJRS17TxD5bwdTk8ehP93,Nas,Take It In Blood,It Was Written,the three
2Ja3UauMDeQnq4sI8a64Ys,Nas,"Affirmative Action (feat. AZ, Cormega & Foxy Brown)",It Was Written,the three
6DWdTk7UaZ6LIYYCFvmgX7,Nas,Shootouts,It Was Written,the three
5PQmSHzWnlgG4EBuIqjac2,Nas,If I Ruled the World (Imagine That) (feat. Lauryn Hill),It Was Written,the three
0trHOzAhNpGCsGBEu7dOJo,Nas,N.Y. State of Mind,Illmatic,the three
2LhhnqrHPWvXYveZVHLKrd,Nas,Life's a Bitch (feat. AZ & Olu Dara),Illmatic,the three
7G3lxTsMfSx4yarMkfgnTC,Nas,The World Is Yours,Illmatic,the three
2PRsh2LNPxoxC9OnErnelg,Nas,Halftime,Illmatic,the three
2W58HMaCbjcUfZnZaeHtcC,Nas,Memory Lane (Sittin' in da Park),Illmatic,the three
27u3Rh4IWYPdwVST20ALrt,Nas,One Love (feat. Q-Tip),Illmatic,the three
3p50PUgtBHM6rwUuD3RfFV,Nas,One Time 4 Your Mind,Illmatic,the three
6DPrhGVJ1WTZvM9fKptnGe,Nas,Represent,Illmatic,the three
2CPturRUlpvirYr7VpkXCV,Nas,It Ain't Hard to Tell,Illmatic,the three
3gjhNy1HN9SrQ8CCevvOuS,Nomak,Next Dimension,Dynamic Meditation Instrumental Limited,the three
1wpufRmtgUBaPEMkRG8Som,Nomak,Soarer,Dynamic Meditation Instrumental Limited,the three
05E8TYnIY7sY9yaJGQr5HM,Nomak,Feel It All,Dynamic Meditation Instrumental Limited,the three
1yJRoiNcItsgu0YJh55iKK,Nomak,Open Out,Dynamic Meditation Instrumental Limited,the three
1tGZX1Hml2hStdcFqcH8UI,Jurassic 5,Future Sound,Feedback,the three
7GqHU8B2zuagaK1OGY5Jyf,Nomak,Never Lost Control,Dynamic Meditation Instrumental Limited,the three
5DECMqMVwRHcwo9budkhKw,Nomak,Rise Up,Dynamic Meditation Instrumental Limited,the three
3w0se0jTVNvjW9J8qeQeCs,Nomak,High Grade Standard,Dynamic Meditation Instrumental Limited,the three
5lCIhKyQSHTbWvy8AXJjfX,Nomak,The Universe,Dynamic Meditation Instrumental Limited,the three
0UtWv7n9PhTJqVlCIMyWj4,Nomak,Fluffy Cloud,Dynamic Meditation Instrumental Limited,the three
5Eeh2eoO05riDs6tgI3WtS,Nomak,Heartful Memories,Dynamic Meditation Instrumental Limited,the three
4SfHJRyZsVkh1EUdIkyOkd,Nomak,Geishas In The Days [feat. Pismo] - Shin-Ski Remix,Recalm,the three
2zzLXFPMoKwu7gdAeXDRYt,Shin-Ski,Time (feat. Othello),Shattered Soul On A Pastel Sky,the three
1h54K4LkJUBgd0GPFu6kCt,Shin-Ski,Peace of Mind (feat. Mc Melodee),Shattered Soul On A Pastel Sky,the three
3EgSVdWbK462Rv0wONtMnL,O.C.,Creative Control,Word...Life (Deluxe Edition),the three
4yXiUhfnGGbSLh03iciKvi,O.C.,Word...Life,Word...Life (Deluxe Edition),the three
2o3XmnANFfDwpUIly0kKCu,O.C.,O-Zone,Word...Life (Deluxe Edition),the three
7oCZpPJcPDZfeIy2t6gqSg,O.C.,Born 2 Live,Word...Life (Deluxe Edition),the three
1SmwAWXbbfebOhfxUke3k4,O.C.,Point O Viewz,Word...Life (Deluxe Edition),the three
1rxbz8vhGvydIbOWkh60gw,Oddisee,Like Really,The Iceberg,the three
5eCCYMsqqnbWdK7jbNd32x,Oddisee,Right Side of the Bed,The Odd Tape,the three
5ZlxNBf4HHcqIowTK1n2US,Oddisee,The Carter Barron,Rock Creek Park,the three
5WyFoF6uUqZNz7JZbevlTQ,Oddisee,Scenic Route To You,Rock Creek Park,the three
4WlaOWCgugyGDxD3gyeWtY,Oddisee,Beach Dr.,Rock Creek Park,the three
76wF4epI859TiEDAGRxGy5,Oddisee,Clara Barton,Rock Creek Park,the three
2yp70Z5wQgl1YAUEJInSvm,Oddisee,Closed After Dark,Rock Creek Park,the three
0Amogu0Ktx41j7ppOav2JT,Oddisee,Everyday People,Odd Seasons,the three
2LV3wp3dhYsIYT4kcx2I7J,Oddisee,Saw Myself Today,Odd Seasons,the three
6nFQ4mZwZIRJO6VzIG5Feo,Oddisee,The Richers,Odd Seasons,the three
0hKTY9zjSXUGH93NpGCuJF,Oddisee,I'm From PG,Odd Seasons,the three
104GvGZMIIWvUiCDqM5tDE,Oddisee,Chocolate City Dreaming,Odd Seasons,the three
2A93LuPipRhxT5crlsgmSZ,Oddisee,Endure,101,the three
53jkwTs2XxBXd5tImw87Be,Oddisee,All Because She's Gone,101,the three
6mjWn2AUVnKJBQ3Mn8MWwT,Oddisee,Chain Letter,102,the three
4A4xPOo5zdk5GTmImq5xnr,Oddisee,Searchin,102,the three
5GSJU1MeutUrWsDhKNRAEF,Kev Brown,Always,Always / Albany,the three
5oZzpFGTtA9qh64Sn04k2O,Kenn Starr,Relentless,Starr Status,the three
0JBhKZXtXHJDYgLfsYKrwh,Kenn Starr,U Will,Starr Status,the three
2fjnCo47ZOLUoDaZNCGWRe,Kenn Starr,Nothing But Time,Starr Status,the three
6xCgTBM4YZcyJQygIJUwvq,Kenn Starr,Another Day,Starr Status,the three
6M5xrI0wSlKkjMuhzMnIxa,Ohmega Watts,Model Citizen,Watts Happening,the three
2dAXaw1QAIGaKt0b0A9Ily,Ohmega Watts,Adaptacao (feat. Tita Lima),Watts Happening,the three
1cbkoeUFvcJBjnZBi5gF4A,Ohmega Watts,The Platypus Strut,Watts Happening,the three
71R3W60owcqxVcCdFLVFfM,Othello,John and Joan,The Required Taste,the three
2kXI9Ac7xPSDTzxathuSVw,Othello,Road Letters,The Required Taste,the three
6ojBTnhoI0BFjUyxKn7tr9,Othello,Floor One,Elevator Music,the three
2II1WJawcwZMSEzPCa6XPx,Othello,Rock Rock,Elevator Music,the three
3gUZtE0tqFTzaijyxozAER,Othello,Season's Greetings feat. Siren's Echo,Elevator Music,the three
5Erpo5c3mvKLWWMSeqQMfR,Othello,Elevator Music,Elevator Music,the three
68qneC5H6He82i8nZnGNau,Othello,Organic,Elevator Music,the three
2MJfnSg4nzHZuAR1ZZOYwB,People Under The Stairs,Anotha (BBQ),Fun DMC,the three
2y305dw9T61Bng18jAYgMV,People Under The Stairs,Letter 2 c/o The Bronx,Fun DMC,the three
5V0kpRwtr9Po3JMVhAMheH,People Under The Stairs,Plunken Em,...Or Stay Tuned,the three
1vL7QKgFwR58p6a8nNLpqV,People Under The Stairs,Road Beaters,...Or Stay Tuned,the three
7AkYsUnLbvYtx1xkFB9oDJ,People Under The Stairs,Yo,...Or Stay Tuned,the three
0aTocshigPUgmOGnP3jCwh,People Under The Stairs,Suite for Beaver Pt. 2,O.S.T.,the three
18LE5EslSQkAlj3GeNM8SL,People Under The Stairs,Keepin It Live,O.S.T.,the three
6Gkdq550XBZoACE78rYD6g,People Under The Stairs,The L.A. Song,O.S.T.,the three
3MMXDdoiIVJq8QJ9RV98FW,Pete Rock,Give It To Ya,Soul Survivor II,the three
5fT8KQWI7xkHjbFigRrQTi,Pete Rock,Just Do It,Soul Survivor II,the three
7CD6zKBoNQubWGTrTuLSGu,Pete Rock,Its A Love Thing,Soul Survivor II,the three
6ZzrE0NgGQA4ftS1w8Xwt0,Pete Rock,Beef,Soul Survivor II,the three
3mOdwePkIx0wRPqugh3cn4,Pete Rock,Fly Till I Die,Soul Survivor II,the three
2ooOECCm40qvz3uJn8m49P,Pete Rock,Niggaz Know,Soul Survivor II,the three
6jn2A66ztgXPrpeNsdiGHE,Pete Rock,Tru Master (with Inspectah Deck & Kurupt),Soul Survivor,the three
3nTtb7EAT90Z2d96MUaid8,Pete Rock,Respect Mine (feat. OC),Soul Survivor,the three
3wxWjt3eTnzGKeX4sqaWmd,Pete Rock,Tha Game,Soul Survivor,the three
0KLP6GM7rrlrmF0kB6QLpn,Pete Rock,It's About That Time (feat. Black Thought & Rob O),Soul Survivor,the three
5VezGILgwg3dfdFll5G6k3,Pete Rock,Take Your Time,Soul Survivor,the three
0z1kBcVD6PdUUAXC5jp1bB,Pete Rock,Soul Survivor (feat. Ms Jones),Soul Survivor,the three
4hReCCyHVUlwpoMO4utjFb,Pete Rock,Da Two (feat. C.L. Smooth),Soul Survivor,the three
6PoH4r8PnE0VncnZy5pfoG,Pete Rock,"Strange Fruit (feat. Cappadonna, Sticky Fingaz & Tragedy Khadafi)",Soul Survivor,the three
3yL6iLEcVpOQzPFjYKh67A,Pete Rock & C.L. Smooth,Return of the Mecca,Mecca And The Soul Brother,the three
4dI2tnLrhe8u4jWjoLC5NK,Pete Rock & C.L. Smooth,Straighten It Out,Mecca And The Soul Brother,the three
2Mb3zpobD0CvJGWv6NpsPy,Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),Mecca And The Soul Brother,the three
4fDEfe4dirmbuuYzq5CCKY,The Pharcyde,Bullshit,Labcabincalifornia,the three
43hb8WhNDAbs305wDRxPMq,The Pharcyde,Pharcyde,Labcabincalifornia,the three
4KQ1CKUUcH68clJnR8C8AW,The Pharcyde,Groupie Therapy,Labcabincalifornia,the three
1i7tKveM6Wo3dG31c5OwAL,The Pharcyde,Runnin',Labcabincalifornia,the three
6HadZejJaG1KfJkXC4HAbv,The Pharcyde,She Said,Labcabincalifornia,the three
0CSxUV0UjjP8OnGAjK9Gxq,The Pharcyde,Somethin' That Means Somethin',Labcabincalifornia,the three
1OtuQOXXwUlVtANl1FeYZg,The Pharcyde,Drop,Labcabincalifornia,the three
7dSlbdgg3Ty5np4I3BJ1nW,The Pharcyde,Devil Music,Labcabincalifornia,the three
1mvk9NqJbnkeqg9uTErEq4,The Pharcyde,The E.N.D.,Labcabincalifornia,the three
2dBHWIttcCBjPEXbaBvyDW,The Pharcyde,Oh Shit,Bizarre Ride II The Pharcyde,the three
3Idgk0phpc2oewAJzKgoU4,The Pharcyde,Ya Mama,Bizarre Ride II The Pharcyde,the three
4G3dZN9o3o2X4VKwt4CLts,The Pharcyde,Passin' Me By,Bizarre Ride II The Pharcyde,the three
2I2TQiBVoyrEV4NwP4JpBX,The Procussions,We Gotta,As Iron Sharpens Iron,the three
5g7kSnBzLJK9MYDGpk3aa3,The Procussions,All That It Takes,As Iron Sharpens Iron,the three
3rl4fNeleIfUEvtNHQPIwn,The Procussions,Life of Brian,Up All Night EP,the three
20pnDo6cRSHKvhopSTwo1e,Mr. J. Medeiros,Amelie,Of Gods and Girls,the three
4S9BCQGEBBYtNLX1RoQECQ,Mr. J. Medeiros,Silent Earth,Of Gods and Girls,the three
7GncPiWt9pQXOSpCneZINX,Mr. J. Medeiros,Change,Of Gods and Girls,the three
3KlokmZmnUE7ppwA4xZGFO,Mr. J. Medeiros,Half a Dream,Of Gods and Girls,the three
6180Fv9Y1zovHtrIVaTGSM,Q-Tip,Won't Trade,The Renaissance,the three
2EsBCpGIwi0GqhaFmNOPIS,Q-Tip,Gettin Up,The Renaissance,the three
2uzh5qBVhABjpKXczn4tGT,Q-Tip,Move,The Renaissance,the three
4ihpHBBrKr6wpyAkhoyfmh,Q-Tip,Life Is Better,The Renaissance,the three
5eek5ywenYeGPZGSQtUmFk,Q-Tip,Believe,The Renaissance,the three
4gG8Con8ojDTdgyHYq4e6B,Quasimoto,Broad Factor,"Yessir, Whatever",the three
0e9PfKPIf2UH3njMqAXI8S,Quasimoto,Planned Attack,"Yessir, Whatever",the three
1lqgfrnKT6l5vIaVkmFiUv,Quasimoto,Brothers Can't See Me,"Yessir, Whatever",the three
331OBq6Xu3D3tPldDlLCRL,Quasimoto,Catchin' the Vibe,"Yessir, Whatever",the three
5WLsAfajvm43QnQVa1aZbN,Quasimoto,Am I Confused?,"Yessir, Whatever",the three
17OSBJahVbldT576FQ8xrW,Quasimoto,Sparkdala,"Yessir, Whatever",the three
5TRc1QskCOnSjObg9k5B9U,Quasimoto,The Exclusive,The Further Adventures of Lord Quas,the three
6f9gbZYbAqHq2rK1ZjZruf,Raekwon,Knuckleheadz (feat. Ghostface Killah & U-God),Only Built 4 Cuban Linx...,the three
3SL3GG9Bs7m1s9aqhjCeIa,Raekwon,Incarcerated Scarfaces,Only Built 4 Cuban Linx...,the three
6SI4JD7iyQ0rrudhCNtMv0,Raekwon,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Only Built 4 Cuban Linx...,the three
2Ik0sIJPSV8aau7fDS9jJv,Raekwon,Heaven & Hell (feat. Ghostface Killah),Only Built 4 Cuban Linx...,the three
7sYTTDcIXIME0YdSeRSHkF,Shad,New School Leaders,When This Is Over,the three
0kqoz7qQVrPTyLs6k6Es94,Shad,Rock To It,When This Is Over,the three
3OzE4VUNzThNBqwf4ccWSc,Slum Village,Scheming,Villa Manifesto,the three
1143bh0TuYsOUoz5V3r8ZX,Slum Village,Don't Fight The Feeling,Villa Manifesto,the three
6mJ80ccKkOZYODIxfyaUJs,Slum Village,Conant Garden,"Fan-Tas-Tic, Vol. 2",the three
21NESPAlEpCZkeAG5sJDOy,Slum Village,I Don't Know,"Fan-Tas-Tic, Vol. 2",the three
7i47lf1W2WA41wagWBD3zH,Slum Village,Climax,"Fan-Tas-Tic, Vol. 2",the three
22lSDzb1uOnA99x95WK1fv,Slum Village,Hold Tight,"Fan-Tas-Tic, Vol. 2",the three
4pXDDppLhMn7cA71CDd5Cz,Slum Village,Untitled/Fantastic,"Fan-Tas-Tic, Vol. 2",the three
6xrjmQMIIYgLgjCOeq2dee,Slum Village,Get Dis Money,"Fan-Tas-Tic, Vol. 2",the three
04cDbzwCglhaQUTXpschq1,Slum Village,Once Upon a Time,"Fan-Tas-Tic, Vol. 2",the three
42il7TuY2vBP0QnWnjpxnI,Slum Village,Players,"Fan-Tas-Tic, Vol. 2",the three
7jneyGDwdZUC5sLw1Bijb7,Slum Village,2U 4U,"Fan-Tas-Tic, Vol. 2",the three
6BllwXqb34x6WkRlYOJA0C,Slum Village,CB4,"Fan-Tas-Tic, Vol. 2",the three
6VNEmPC59IgKtbXNYkuFV0,Slum Village,Go Ladies,"Fan-Tas-Tic, Vol. 2",the three
5Swsw4ceP3CJeXsTV9t3Pv,Slum Village,Thelonious,"Fan-Tas-Tic, Vol. 2",the three
1fYr01WpoWIJRqc5INOSwF,Slum Village,Do You,Detroit Deli (A Taste Of Detroit),the three
7sZCAHP2duHwr5M5K7lHsb,Slum Village,Selfish,Detroit Deli (A Taste Of Detroit),the three
6OM7hmVzY7z3wyQDh7EgRC,Slum Village,Closer,Detroit Deli (A Taste Of Detroit),the three
6X0t1WXXA7j8T7XqSvlifO,Slum Village,Old Girl/Shining Star - Medley,Detroit Deli (A Taste Of Detroit),the three
0kj8z5tAgp8ycPG3sU6R9G,Slum Village,Keep Holding On,Detroit Deli (A Taste Of Detroit),the three
4o8DOGfUL8nIKltWIpDvBa,Slum Village,Reunion,Detroit Deli (A Taste Of Detroit),the three
65Q7Uaj1qh6XunO5rrcClt,Slum Village,Insane,"Trinity (Past, Present And Future)",the three
2KBo6O5rkNdtYT3wYjkEkq,Slum Village,Fall In Love,"Fantastic, Vol. 2.10",the three
6tc2nHTmQjXQXo2ybeVZB7,Slum Village,Tainted,"Trinity (Past, Present And Future)",the three
5GgEaw77tURXiOJ9hkE7SD,Slum Village,Disco,"Trinity (Past, Present And Future)",the three
7lGqCvOBRuJ5QRZF5bET6N,Slum Village,Slumber,"Trinity (Past, Present And Future)",the three
6z5B7T2q0ccf9oTcYW0Tmm,Slum Village,S.O.U.L.,"Trinity (Past, Present And Future)",the three
5kMKx1ohvu9tuRjVjoVPxX,Souls Of Mischief,Tour Stories,Montezuma's Revenge,the three
24ghto2rV1PQKFiJbI7FXp,Souls Of Mischief,Proper Aim,Montezuma's Revenge,the three
2myh3XJOPuUX5ENndySIhY,Souls Of Mischief,Dead Man Walking,Montezuma's Revenge,the three
1twYcWHOJ2eDvmsrWHX1qN,Souls Of Mischief,No Man's Land,No Man's Land,the three
7cWBZp4s7zB5OJFtfeGrXe,Souls Of Mischief,Freshdopedope,No Man's Land,the three
0Lrc2QS2C8ZwdKOqUZ8AuI,Souls Of Mischief,Yeah It Was You (feat. Pep Love),No Man's Land,the three
2CxZESKjoN4Un4rTJYpwu3,Souls Of Mischief,Let 'Em Know,93 'til Infinity,the three
3uxEUkg8yS9kqgVBprp4xi,Souls Of Mischief,Live and Let Live,93 'til Infinity,the three
2tyF3qLQHDweok9i7r6t7m,Souls Of Mischief,That's When Ya Lost (feat. Pep Love),93 'til Infinity,the three
7gX6JfIHgPeiaTbfJeTU2K,Souls Of Mischief,A Name I Call Myself,93 'til Infinity,the three
0ZZIAJPWArRVOb1ORqJyIa,Souls Of Mischief,Disseshowedo,93 'til Infinity,the three
5EvIuxXZKuYxRIuZUyec6d,Souls Of Mischief,What a Way to Go Out,93 'til Infinity,the three
4J9X8X9LA10qwcgqm1HS7l,Souls Of Mischief,Never No More,93 'til Infinity,the three
0PV1TFUMTBrDETzW6KQulB,Souls Of Mischief,93 'Til Infinity,93 'til Infinity,the three
5r3mygnS9nfqQqz1I2cLLs,Souls Of Mischief,Limitations (feat. Casual & Del Tha Funkeé Homosapien),93 'til Infinity,the three
1IhbRAiJjVqsUyBcqP3S1p,Souls Of Mischief,Anything Can Happen,93 'til Infinity,the three
2H3Ee8gYFvCZ2ivuOl5wwI,Souls Of Mischief,Make Your Mind Up,93 'til Infinity,the three
7AtIiXwzq1xOvOPws0NX5T,Souls Of Mischief,Batting Practice,93 'til Infinity,the three
2HoinVXGivQoUGO49A1HjN,Souls Of Mischief,Tell Me Who Profits,93 'til Infinity,the three
0ixe9nr7w3igQvXZ2njVNg,Soulstice,Book Of Days,Dead Letter Perfect,the three
5YaAIlGMSOOHwyZaEIMy7E,Soulstice,Dreamer,Dead Letter Perfect,the three
1gizA24XWnFOW6jUDXFRCM,Soulstice,The Time,Dead Letter Perfect,the three
29bkyNEPMi1fETnPT5TkXx,Soulstice,Still Love,Dead Letter Perfect,the three
3hk5Ca2RJTWrQVry5B5C81,Soulstice,No Chance,Dead Letter Perfect,the three
1sSVVfCr2Gbq1FFmWpwsqt,Soulution,Hey Now ft. Project Move,Shine Through,the three
1EMmlTx2llLAW8CuHg5z2t,Soulution,Love Life ft. El Gambina,Shine Through,the three
5bo0WYAx0i2DvKSBisytMA,Specifics,Look Alive,II,the three
4wMLzlZeLwrm3PV2P7wcP9,Specifics,Lampin,II,the three
267kKkYC5EXO6FOeEiOATs,Specifics,Fresh,II,the three
3eQRmEGLOsF3cSgvlTDkv9,Specifics,Let's Get,II,the three
7DGHS052DCMCzXwonhRot5,Specifics,Craig's House,Lonely City,the three
7AMX9KkNAySqhIoQkCJ8so,Specifics,Take Me Back,Lonely City,the three
3skrCtymulRaHYlLDm762l,Specifics,Lonely City,Lonely City,the three
5HWe3SQt84D5jBbFQP73Dx,Specifics,Under the Hood,Lonely City,the three
1zvi3qCFkPDDE7tk91N0qE,Strange Fruit Project,You (The Only Ones),The Healing,the three
3L90l542mkp6ZjIq0GNepJ,Strange Fruit Project,Under Pressure,The Healing,the three
68wyVEf3lUZeWMrGo9ula0,Strange Fruit Project,Stand up,From Divine - Special Edition,the three
6H5FjXyJ9RLpzN6BbPywPf,Strange Fruit Project,In the Garden,From Divine - Special Edition,the three
07Q56uPVQHJw7a1e4d8EJu,Strange Fruit Project,Hypnotix,From Divine - Special Edition,the three
5XhVDACHIDD7rCEEd3skYQ,Strange Fruit Project,Luv Is,Soul Travelin',the three
1H7L66uMYxG6MpB2r4DklO,Strange Fruit Project,All the Way,Soul Travelin',the three
1OkR9a1HEPpZWYjYlIGCtt,Strange Fruit Project,Move,Soul Travelin',the three
7i7kKUrViJTZLkO527fO6d,Strange Fruit Project,Soul Travelin',Soul Travelin',the three
4sZQkazGklOBCez22YCcAE,Strange Fruit Project,Strange,Soul Travelin',the three
1AzANoEsHHNkuAinahdPyI,Strange Fruit Project,Gotta Lotta,Soul Travelin',the three
03qEvXKj7kp3hzJ7BUnZ8P,Suff Daddy,Chinatown Chill,Hi-Hat Club Vol.2 - Suff Draft,the three
7hpZVVVUltUX7RWod7BxaV,Suff Daddy,The Paper,Hi-Hat Club Vol.2 - Suff Draft,the three
5lPLKH6yTlkX7Ql4GTCXt5,Suff Daddy,D.I. Luv,Hi-Hat Club Vol.2 - Suff Draft,the three
6IIOqbTbQu0keY2gRCxYSN,Suff Daddy,S.Ex. - Suff Experiment,Hi-Hat Club Vol.2 - Suff Draft,the three
2ZMFFNYyQU5qtzRUpZyOHF,Suff Daddy,High Life,Hi-Hat Club Vol.2 - Suff Draft,the three
5mzkNPKVtEoa1tl86xgoy5,Suff Daddy,One For Rawls,Hi-Hat Club Vol.2 - Suff Draft,the three
7LZF3vgjsdWVqBhOyVRIrn,Suff Daddy,Suff In China,Hi-Hat Club Vol.2 - Suff Draft,the three
04E5VHM8trBSUbjs9h3Bjx,Supersci,A Deuce Or An Ace,Pinetrees On The Pavement,the three
5JwSnKPcuhWbSCDfvr6EVe,Supersci,On Production,Pinetrees On The Pavement,the three
0sztU8yO2eSFM7PCAeKdAT,Talib Kweli,Never Been In Love,The Beautiful Struggle,the three
3GO4H1QLotznBd14ARw0X4,Talib Kweli,Beautiful Struggle,The Beautiful Struggle,the three
6O3BQCseUoIyvUTlopdoAf,Thes One,Target,Lifestyle Marketing,the three
4IcoiXofDRAHnsMDAwaGSO,Thes One,Hy-Vee,Lifestyle Marketing,the three
5gnB5VF9FVVG3cvOcz0UZy,Thes One,"Pan-Am, Pt. 1",Lifestyle Marketing,the three
1Lg1lFzRCOcPpdaywAkhne,Thes One,"Pan-Am, Pt. 2",Lifestyle Marketing,the three
1Bvv4ppFVqqdw8Tg7ewdM7,Think Twice with David Ryshpan,Bye Bye feat. the 49ers and Schubert,Jazz Carnival,the three
4Nq9KftiSsvCPCsBnNSnE6,Think Twice with David Ryshpan,The Robe,Jazz Carnival,the three
3DM5JazLSi6O3zsqXjlTMs,Think Twice with David Ryshpan,Dead Presidents,Jazz Carnival,the three
1bR62PepXAcl8ncZbavHGz,Think Twice with David Ryshpan,Under The Hood,Jazz Carnival,the three
2KXI41tQzWOtfOpjyUSwpz,Think Twice with David Ryshpan,Capricorn,Jazz Carnival,the three
4vZYIxexeZaxJECWi0tCd3,Think Twice with David Ryshpan,"When The Smoke Clears feat. Golden Boy, Coates, and the 49ers",Jazz Carnival,the three
0AYjbp72gxp9zuFK8tHtcB,Think Twice with David Ryshpan,Aj's Instrumental,Jazz Carnival,the three
2MAaiV0bbeq4FpSwPe2rR8,A Tribe Called Quest,Find a Way,The Love Movement,the three
67UpJLYBsYEAbe0Mm1xRf8,A Tribe Called Quest,Like It Like That,The Love Movement,the three
0CNpv1jTH5mmqcZrh00WuM,A Tribe Called Quest,4 Moms (feat. Spanky),The Love Movement,the three
1wjd0vLuy6pJzIZYdNJM0Y,A Tribe Called Quest,Pad & Pen (feat. D-Life),The Love Movement,the three
4R8XY2fcKNW4zNug9Y1WLJ,A Tribe Called Quest,Busta's Lament,The Love Movement,the three
532c24fiOVHY7iM28Y3r54,A Tribe Called Quest,Against The World (feat. Spanky),The Love Movement,the three
6eoecTNy8OfZnS7QiTOMTy,A Tribe Called Quest,The Love,The Love Movement,the three
1LuvccUiy1j9y8hpPBzQNh,A Tribe Called Quest,Get A Hold,"Beats, Rhymes & Life",the three
34DES5skEhdS6cuD9JUuVo,A Tribe Called Quest,Motivators,"Beats, Rhymes & Life",the three
0kMDFI2uqA16c8rWzXWlAU,A Tribe Called Quest,The Jam,"Beats, Rhymes & Life",the three
2KkCPpCjb9tM4mFdlstP7K,A Tribe Called Quest,The Pressure,"Beats, Rhymes & Life",the three
2uWMj52ImAeeGQFJmVlU5H,A Tribe Called Quest,1nce Again (feat. Tammy Lucas) - Radio Version,"Beats, Rhymes & Life",the three
4Y2EGk21K4WyycfH5jPArB,A Tribe Called Quest,Mind Power,"Beats, Rhymes & Life",the three
7f1UEGMBMuXfLBP5XANfrW,A Tribe Called Quest,The Hop,"Beats, Rhymes & Life",the three
3YQCClOSBrbKkeAhmGvkoP,A Tribe Called Quest,Keeping It Moving,"Beats, Rhymes & Life",the three
3jaEmUzw0Nt4GcyPkWEDCi,A Tribe Called Quest,Stressed Out (feat. Faith Evans),"Beats, Rhymes & Life",the three
671sDyeE398eD0sdGuVbZU,A Tribe Called Quest,Steve Biko (Stir It Up),Midnight Marauders,the three
5YTM7OgQDt9EJAYcfHLniJ,A Tribe Called Quest,Award Tour (feat. Trugoy The Dove),Midnight Marauders,the three
0tBlp6zZ4j238CbdXCYy7A,A Tribe Called Quest,8 Million Stories,Midnight Marauders,the three
4DcrZLp19qTdBYqc2bgj3V,A Tribe Called Quest,Sucka Nigga,Midnight Marauders,the three
7g2BVLCYyGeVHGGFajED65,A Tribe Called Quest,Midnight (feat. Raphael Saadiq),Midnight Marauders,the three
4tnbcPfOSZq5VAU67XxIdN,A Tribe Called Quest,We Can Get Down,Midnight Marauders,the three
32WDVNZXIAuu7EqncTTKjH,A Tribe Called Quest,Electric Relaxation,Midnight Marauders,the three
3GRBtVv3gbDwu3e0nkTP74,A Tribe Called Quest,Clap Your Hands,Midnight Marauders,the three
